transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amount,transaction_hour,transaction_dayname,transaction_weekday,transaction_month,transaction_time_bucket,Day_Type,sales_category
137,1/1/2023,2026-07-22T11:31:53.000Z,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
138,1/1/2023,2026-07-22T11:31:53.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
139,1/1/2023,2026-07-22T11:39:14.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,11,Sun,6,Jan,Morning,Weekend,Small Purchase
140,1/1/2023,2026-07-22T11:39:14.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,11,Sun,6,Jan,Morning,Weekend,Small Purchase
141,1/1/2023,2026-07-22T11:40:26.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
142,1/1/2023,2026-07-22T11:43:57.000Z,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,11,Sun,6,Jan,Morning,Weekend,Small Purchase
143,1/1/2023,2026-07-22T11:44:09.000Z,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,11,Sun,6,Jan,Morning,Weekend,Small Purchase
144,1/1/2023,2026-07-22T11:47:13.000Z,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,11,Sun,6,Jan,Morning,Weekend,Small Purchase
145,1/1/2023,2026-07-22T11:48:56.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
146,1/1/2023,2026-07-22T11:49:42.000Z,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
147,1/1/2023,2026-07-22T11:49:42.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,11,Sun,6,Jan,Morning,Weekend,Small Purchase
148,1/1/2023,2026-07-22T11:50:16.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,11,Sun,6,Jan,Morning,Weekend,Small Purchase
149,1/1/2023,2026-07-22T11:50:23.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
150,1/1/2023,2026-07-22T11:50:58.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,11,Sun,6,Jan,Morning,Weekend,Small Purchase
151,1/1/2023,2026-07-22T11:51:30.000Z,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7,11,Sun,6,Jan,Morning,Weekend,Small Purchase
152,1/1/2023,2026-07-22T11:52:31.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,11,Sun,6,Jan,Morning,Weekend,Small Purchase
153,1/1/2023,2026-07-22T11:57:17.000Z,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6,11,Sun,6,Jan,Morning,Weekend,Small Purchase
154,1/1/2023,2026-07-22T11:57:59.000Z,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
155,1/1/2023,2026-07-22T11:57:59.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,11,Sun,6,Jan,Morning,Weekend,Small Purchase
156,1/1/2023,2026-07-22T11:58:15.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,11,Sun,6,Jan,Morning,Weekend,Small Purchase
157,1/1/2023,2026-07-22T12:00:20.000Z,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
158,1/1/2023,2026-07-22T12:01:00.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
159,1/1/2023,2026-07-22T12:01:20.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
160,1/1/2023,2026-07-22T12:01:20.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
161,1/1/2023,2026-07-22T12:03:09.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
162,1/1/2023,2026-07-22T12:03:38.000Z,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
163,1/1/2023,2026-07-22T12:03:43.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
164,1/1/2023,2026-07-22T12:04:22.000Z,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
165,1/1/2023,2026-07-22T12:05:31.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
166,1/1/2023,2026-07-22T12:06:29.000Z,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
167,1/1/2023,2026-07-22T12:07:42.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
168,1/1/2023,2026-07-22T12:08:21.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
169,1/1/2023,2026-07-22T12:08:36.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
170,1/1/2023,2026-07-22T12:09:11.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
171,1/1/2023,2026-07-22T12:09:12.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
172,1/1/2023,2026-07-22T12:13:07.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
173,1/1/2023,2026-07-22T12:14:26.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
174,1/1/2023,2026-07-22T12:17:38.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
175,1/1/2023,2026-07-22T12:18:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
176,1/1/2023,2026-07-22T12:18:44.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
177,1/1/2023,2026-07-22T12:20:16.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
178,1/1/2023,2026-07-22T12:23:39.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
179,1/1/2023,2026-07-22T12:27:06.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
180,1/1/2023,2026-07-22T12:30:46.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
181,1/1/2023,2026-07-22T12:30:49.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
182,1/1/2023,2026-07-22T12:33:20.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
183,1/1/2023,2026-07-22T12:33:35.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
184,1/1/2023,2026-07-22T12:35:53.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
185,1/1/2023,2026-07-22T12:36:57.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
186,1/1/2023,2026-07-22T12:38:28.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
187,1/1/2023,2026-07-22T12:42:26.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
188,1/1/2023,2026-07-22T12:44:01.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
189,1/1/2023,2026-07-22T12:44:31.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
190,1/1/2023,2026-07-22T12:44:32.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
191,1/1/2023,2026-07-22T12:45:52.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
192,1/1/2023,2026-07-22T12:46:22.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
193,1/1/2023,2026-07-22T12:46:26.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
194,1/1/2023,2026-07-22T12:46:55.000Z,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
195,1/1/2023,2026-07-22T12:46:55.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
196,1/1/2023,2026-07-22T12:48:08.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
197,1/1/2023,2026-07-22T12:49:48.000Z,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
198,1/1/2023,2026-07-22T12:50:15.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
199,1/1/2023,2026-07-22T12:50:28.000Z,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
200,1/1/2023,2026-07-22T12:51:21.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
201,1/1/2023,2026-07-22T12:51:57.000Z,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
202,1/1/2023,2026-07-22T12:51:57.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
203,1/1/2023,2026-07-22T12:52:18.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
204,1/1/2023,2026-07-22T12:52:18.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
205,1/1/2023,2026-07-22T12:53:11.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
206,1/1/2023,2026-07-22T12:53:59.000Z,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
207,1/1/2023,2026-07-22T12:55:25.000Z,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
208,1/1/2023,2026-07-22T12:55:27.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
209,1/1/2023,2026-07-22T12:55:27.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
210,1/1/2023,2026-07-22T12:55:36.000Z,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
211,1/1/2023,2026-07-22T12:55:53.000Z,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
212,1/1/2023,2026-07-22T12:56:33.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
213,1/1/2023,2026-07-22T12:56:59.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
214,1/1/2023,2026-07-22T12:58:54.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
215,1/1/2023,2026-07-22T12:59:06.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,12,Sun,6,Jan,Afternoon,Weekend,Small Purchase
216,1/1/2023,2026-07-22T13:00:38.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
217,1/1/2023,2026-07-22T13:01:33.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
218,1/1/2023,2026-07-22T13:02:40.000Z,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
219,1/1/2023,2026-07-22T13:02:40.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
220,1/1/2023,2026-07-22T13:02:52.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
221,1/1/2023,2026-07-22T13:03:13.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
222,1/1/2023,2026-07-22T13:04:01.000Z,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
223,1/1/2023,2026-07-22T13:04:01.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
224,1/1/2023,2026-07-22T13:04:22.000Z,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
225,1/1/2023,2026-07-22T13:04:37.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
226,1/1/2023,2026-07-22T13:04:51.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
227,1/1/2023,2026-07-22T13:05:56.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
228,1/1/2023,2026-07-22T13:07:37.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
229,1/1/2023,2026-07-22T13:09:03.000Z,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
230,1/1/2023,2026-07-22T13:12:03.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
231,1/1/2023,2026-07-22T13:13:09.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
232,1/1/2023,2026-07-22T13:17:30.000Z,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
233,1/1/2023,2026-07-22T13:17:32.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
234,1/1/2023,2026-07-22T13:18:34.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
235,1/1/2023,2026-07-22T13:19:09.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
236,1/1/2023,2026-07-22T13:19:09.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
237,1/1/2023,2026-07-22T13:19:36.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
238,1/1/2023,2026-07-22T13:19:56.000Z,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
239,1/1/2023,2026-07-22T13:20:51.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
240,1/1/2023,2026-07-22T13:21:23.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
241,1/1/2023,2026-07-22T13:22:11.000Z,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
242,1/1/2023,2026-07-22T13:22:45.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
243,1/1/2023,2026-07-22T13:23:54.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
244,1/1/2023,2026-07-22T13:24:29.000Z,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
245,1/1/2023,2026-07-22T13:30:49.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
246,1/1/2023,2026-07-22T13:32:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
247,1/1/2023,2026-07-22T13:32:34.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
248,1/1/2023,2026-07-22T13:34:12.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
249,1/1/2023,2026-07-22T13:38:09.000Z,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
250,1/1/2023,2026-07-22T13:38:11.000Z,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
251,1/1/2023,2026-07-22T13:39:41.000Z,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
252,1/1/2023,2026-07-22T13:40:47.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
253,1/1/2023,2026-07-22T13:41:09.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
254,1/1/2023,2026-07-22T13:42:10.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
255,1/1/2023,2026-07-22T13:42:49.000Z,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
256,1/1/2023,2026-07-22T13:42:58.000Z,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
257,1/1/2023,2026-07-22T13:42:58.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
258,1/1/2023,2026-07-22T13:43:18.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
259,1/1/2023,2026-07-22T13:43:18.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
260,1/1/2023,2026-07-22T13:43:41.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
261,1/1/2023,2026-07-22T13:44:26.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
262,1/1/2023,2026-07-22T13:47:51.000Z,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
263,1/1/2023,2026-07-22T13:49:03.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
264,1/1/2023,2026-07-22T13:50:09.000Z,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
265,1/1/2023,2026-07-22T13:50:47.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
266,1/1/2023,2026-07-22T13:51:56.000Z,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
267,1/1/2023,2026-07-22T13:53:04.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
268,1/1/2023,2026-07-22T13:53:31.000Z,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
269,1/1/2023,2026-07-22T13:54:18.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
270,1/1/2023,2026-07-22T13:55:04.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
271,1/1/2023,2026-07-22T13:55:50.000Z,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
272,1/1/2023,2026-07-22T13:56:15.000Z,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,13,Sun,6,Jan,Afternoon,Weekend,Small Purchase
